Designator,Mid X,Mid Y,Rotation,Layer
D1,168.7,-101.39,270.0,top
J1,168.73,-89.16,90.0,top
J2,168.69,-112.16,90.0,top
Q1,168.73,-94.16,0.0,top
Q2,163.23,-103.3,180.0,top
Q3,174.23,-103.3,180.0,top
R1,164.23,-96.16,270.0,top
R2,173.23,-96.16,90.0,top
R3,163.42,-108.16,180.0,top
R4,174.04,-108.16,0.0,top
